__time,/force/header/stamp/nanosec,/force/header/stamp/sec,/force/wrench/force/x,/force/wrench/force/y,/force/wrench/force/z,/force/wrench/torque/x,/force/wrench/torque/y,/force/wrench/torque/z
1766484452.592098,24651.000000000,1766484452.000000000,-14.900410202,-3.908644903,-0.304878051,0.267297994,0.370938061,0.231910951
1766484452.608498,24652.000000000,1766484452.000000000,-15.204500206,-4.138565191,-0.381097564,0.270352828,0.374003665,0.238095243
1766484452.623502,24653.000000000,1766484452.000000000,-15.052455204,-3.755364710,-0.152439026,0.267297994,0.369405259,0.244279535
1766484452.639850,24654.000000000,1766484452.000000000,-14.748365200,-3.448804326,-0.076219513,0.267297994,0.367872457,0.238095243
1766484452.656049,24655.000000000,1766484452.000000000,-13.836095187,-3.218884037,-0.381097564,0.267297994,0.369405259,0.247371681
1766484452.672265,24656.000000000,1766484452.000000000,-14.976432703,-4.598405768,-0.609756103,0.261188326,0.367872457,0.241187389
1766484452.687732,24657.000000000,1766484452.000000000,-14.444275196,-3.908644903,-0.304878051,0.267297994,0.370938061,0.238095243
1766484452.704539,24658.000000000,1766484452.000000000,-14.444275196,-3.525444422,-0.685975616,0.270352828,0.370938061,0.241187389
1766484452.720388,24659.000000000,1766484452.000000000,-14.748365200,-4.061925095,-0.457317077,0.270352828,0.374003665,0.244279535
1766484452.735770,24660.000000000,1766484452.000000000,-15.204500206,-4.138565191,-0.381097564,0.270352828,0.374003665,0.225726659
1766484452.752511,24661.000000000,1766484452.000000000,-14.444275196,-3.908644903,-0.609756103,0.267297994,0.372470863,0.238095243
1766484452.768208,24662.000000000,1766484452.000000000,-14.748365200,-4.061925095,-0.533536590,0.264243160,0.367872457,0.231910951
1766484452.783618,24663.000000000,1766484452.000000000,-14.596320198,-2.988963749,-0.304878051,0.267297994,0.367872457,0.235003097
1766484452.800403,24664.000000000,1766484452.000000000,-14.900410202,-3.678724614,-0.228658539,0.267297994,0.369405259,0.235003097
1766484452.816152,24665.000000000,1766484452.000000000,-14.292230194,-3.218884037,-0.533536590,0.267297994,0.369405259,0.235003097
1766484452.832570,24666.000000000,1766484452.000000000,-14.444275196,-3.448804326,-0.457317077,0.267297994,0.370938061,0.238095243
1766484452.848331,24667.000000000,1766484452.000000000,-15.128477705,-3.832004806,-0.304878051,0.270352828,0.372470863,0.241187389
1766484452.863948,24668.000000000,1766484452.000000000,-14.900410202,-3.602084518,-0.381097564,0.270352828,0.374003665,0.228818805
1766484452.880692,24669.000000000,1766484452.000000000,-14.976432703,-3.832004806,-0.533536590,0.264243160,0.374003665,0.235003097
1766484452.896387,24670.000000000,1766484452.000000000,-15.204500206,-3.908644903,-0.457317077,0.267297994,0.367872457,0.244279535
1766484452.911912,24671.000000000,1766484452.000000000,-14.748365200,-3.832004806,-0.685975616,0.270352828,0.372470863,0.247371681
1766484452.928629,24672.000000000,1766484452.000000000,-14.292230194,-3.218884037,-0.381097564,0.267297994,0.369405259,0.241187389
1766484452.944279,24673.000000000,1766484452.000000000,-14.444275196,-3.908644903,-0.457317077,0.267297994,0.372470863,0.256648119
1766484452.959718,24674.000000000,1766484452.000000000,-15.052455204,-3.448804326,-0.457317077,0.267297994,0.375536467,0.250463827
1766484452.975648,24675.000000000,1766484452.000000000,-15.128477705,-3.525444422,-0.304878051,0.267297994,0.370938061,0.241187389
1766484452.992421,24676.000000000,1766484452.000000000,-14.900410202,-3.908644903,-0.304878051,0.267297994,0.370938061,0.231910951
1766484453.007899,24677.000000000,1766484453.000000000,-15.356545208,-3.985284999,-0.381097564,0.267297994,0.370938061,0.231910951
1766484453.023612,24678.000000000,1766484453.000000000,-15.356545208,-4.138565191,-0.457317077,0.264243160,0.375536467,0.241187389
1766484453.040370,24679.000000000,1766484453.000000000,-14.900410202,-3.832004806,-0.533536590,0.270352828,0.378602070,0.241187389
1766484453.055774,24680.000000000,1766484453.000000000,-14.596320198,-3.602084518,-0.457317077,0.270352828,0.369405259,0.244279535
1766484453.072444,24681.000000000,1766484453.000000000,-14.596320198,-4.445125575,-0.304878051,0.267297994,0.367872457,0.227272732
1766484453.087824,24682.000000000,1766484453.000000000,-14.748365200,-3.908644903,-0.228658539,0.267297994,0.367872457,0.238095243
1766484453.103637,24683.000000000,1766484453.000000000,-15.128477705,-3.908644903,-0.381097564,0.270352828,0.370938061,0.228818805
1766484453.120550,24684.000000000,1766484453.000000000,-15.660635212,-4.291845383,-0.609756103,0.267297994,0.374003665,0.231910951
1766484453.136292,24685.000000000,1766484453.000000000,-15.204500206,-3.985284999,-0.533536590,0.267297994,0.375536467,0.247371681
1766484453.151788,24686.000000000,1766484453.000000000,-14.824387701,-4.138565191,-0.304878051,0.267297994,0.369405259,0.241187389
1766484453.168502,24687.000000000,1766484453.000000000,-14.824387701,-4.061925095,-0.304878051,0.270352828,0.369405259,0.235003097
1766484453.183727,24688.000000000,1766484453.000000000,-14.824387701,-4.521765672,-0.762195129,0.270352828,0.370938061,0.235003097
1766484453.200136,24689.000000000,1766484453.000000000,-14.900410202,-3.525444422,-0.076219513,0.270352828,0.369405259,0.247371681
1766484453.215343,24690.000000000,1766484453.000000000,-15.204500206,-3.602084518,-0.533536590,0.270352828,0.374003665,0.238095243
1766484453.231865,24691.000000000,1766484453.000000000,-14.900410202,-4.368485479,-0.609756103,0.267297994,0.372470863,0.238095243
1766484453.248257,24692.000000000,1766484453.000000000,-15.356545208,-4.138565191,-0.228658539,0.270352828,0.377069269,0.238095243
1766484453.263364,24693.000000000,1766484453.000000000,-14.444275196,-4.828326056,-0.457317077,0.264243160,0.369405259,0.233457024
1766484453.279850,24694.000000000,1766484453.000000000,-15.508590210,-3.832004806,-0.457317077,0.264243160,0.374003665,0.241187389
1766484453.296374,24695.000000000,1766484453.000000000,-14.596320198,-2.988963749,-0.609756103,0.271880245,0.369405259,0.250463827
1766484453.312049,24696.000000000,1766484453.000000000,-14.748365200,-2.912323653,-0.381097564,0.267297994,0.367872457,0.244279535
1766484453.327564,24697.000000000,1766484453.000000000,-14.976432703,-3.525444422,-0.152439026,0.267297994,0.367872457,0.241187389
